30
Smiles
COc1ccc(Cl)cc1-c1cc(Nc2ccc(Cl)cc2)nc(N)n1
COc1ccc(/C=C/C2=NN(CCCN)C(=O)N(Cc3ccc4ccccc4c3)c3ccccc32)cc1.Cl
Cc1ccc(CCN2CC(C(=O)NCc3cccnc3)CC2=O)cc1
CCOC(=O)c1c(C)oc2nc(C)nc(NCC3CCN(Cc4ccc(F)cc4)CC3)c12
CN(CCCN1C(=O)CSC1c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)CC1CC1
CN(C)C(=O)c1cnc(N2CC3CN(C(=O)c4c(F)cccc4-n4nccn4)CC3C2)nc1C(F)(F)F
C=CCNC[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCN(S(=O)(=O)c1ccc(C(C)(C)C)cc1)C2
Clc1ccc(-c2cnc(NCCCCCNc3ncc(-c4ccc(Cl)cc4)[nH]3)[nH]2)cc1
Cl.NC(CCCCc1ccccc1)c1cccc2ccccc12
CCCCc1ccc(NC(=S)NN2CCN(C)CC2)cc1
O=C(c1ccccc1)c1cccc(/C=c2\[nH]c(=O)/c(=C/c3ccccn3)[nH]c2=O)c1
O=C(Nc1ccccc1Cl)N1CCN(Cc2cnc3ccccc3c2)CC1
O=C(Nc1cccnc1)c1cc(-c2ccco2)nc2ccc(-c3ccc4[nH]ncc4c3)cc12
Cc1nn(C)c(C)c1NS(=O)(=O)c1ccc(NCc2cccc(CN3CCCCC3)c2)nc1
CCc1nc2c(OCC3CCCCC3)nc(N)nc2[nH]1
CN(c1ccccc1)S(=O)(=O)c1cccc(C(=O)N2CCN(c3ccccn3)CC2)c1
CCC(C#N)(CC)Nc1nc(NC)nc(-n2cncn2)n1
CN1C2CCC1CC(NC(=O)Nc1ccccc1S(=O)(=O)N(C)C)C2
O=C(CSc1ccc(-c2ccco2)nn1)NCc1ccc(Cl)cc1
c1ccc(CN2CCC(n3cnc4cnc5[nH]ccc5c43)CC2)cc1
OC(c1ccccc1)C(NCCNCc1ccccc1)c1ccccc1
Cc1ccc([N+](=O)[O-])c(OCCN2CCc3ccccc3C2)c1.O=C(O)C(=O)O
C[C@H](CCN1CCC(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1)c1ccccc1.O=C(O)C(=O)O
CNc1ccc2ncnc(Nc3cccc(C)c3)c2c1
CC(C)(C)NC(=O)[C@H]1N(C(=O)[C@@H](OC(=O)c2ccccc2)[C@@H](N)Cc2ccccc2)CSC1(C)C.Cl
CC(=O)NCCNc1nc2cc(-c3cnn(CCC(C)C)c3)sc2c(=O)n1C
CN(CC(=O)O)c1c(Br)cccc1Nc1ncnc2ccncc12
CCOc1nc(NC(=O)C(C)(C)NC(=O)c2ccc3c(C4CCCC4)c(-c4ncc(Br)cn4)n(C)c3c2)ccc1/C=C/C(=O)O
CC1CCCCN1CCn1c2ccc3ccccc3c2c2nc3ccccc3nc21
CC1(C)C=C(CN2C/C(=C\c3ccc(F)cc3)C(=O)/C(=C/c3ccc(F)cc3)C2)CC(C)(C)N1[O]
